Country,Year,GDPPC,LifeExpectancy,Population,Region
Puerto Rico,1900,2128,32.5825,968439,America
Qatar,1900,2201,30.8,16290,Middle East & North Africa
Reunion,1900,NA,33,168416,Sub-Saharan Africa
Romania,1900,2474,35.7,10978549,Europe & Central Asia
Russia,1900,3087,30.74960789361,64836675,Europe & Central Asia
Rwanda,1900,489,25,1576436,Sub-Saharan Africa
St. Helena,1900,NA,NA,3420,NA
St. Kitts and Nevis,1900,2002,NA,31586,NA
St. Lucia,1900,1141,28.008,48642,NA
St. Vincent and the Grenadines,1900,1440,25.986,46071,NA
St.-Pierre-et-Miquelon,1900,NA,NA,3184,NA
Samoa,1900,1842,25.4,34310,East Asia & Pacific
San Marino,1900,2222,NA,9228,Europe & Central Asia
Sao Tome and Principe,1900,1023,31,41544,Sub-Saharan Africa
Saudi Arabia,1900,982,32.1,2556758,Middle East & North Africa
Senegal,1900,734,25.2,1754554,Sub-Saharan Africa
Serbia,1900,2845,35.5,4331770,Europe & Central Asia
Seychelles,1900,1176,44.87275,18738,Sub-Saharan Africa
Sierra Leone,1900,1083,25.1,1380588,Sub-Saharan Africa
Singapore,1900,2624,34,215875,East Asia & Pacific
Slovak Republic,1900,2949,37.9,2855334,Europe & Central Asia
Slovenia,1900,2952,36.6,949547,Europe & Central Asia
Solomon Islands,1900,482,25.1,71961,East Asia & Pacific
Somalia,1900,763,29.4,1647387,Sub-Saharan Africa
South Africa,1900,2802,33.5,4721134,Sub-Saharan Africa
Spain,1900,2730,34.8,18652446,Europe & Central Asia
Sri Lanka,1900,2139,32.6,3980125,South Asia
Sudan,1900,765,31.4,4888158,Sub-Saharan Africa
Suriname,1900,2813,32.9,146519,America
Swaziland,1900,722,32.3,87753,Sub-Saharan Africa
Sweden,1900,3489,52.27,5111095,Europe & Central Asia
Switzerland,1900,9640,47.48,3297232,Europe & Central Asia
Syria,1900,1522,31.1,1854880,Middle East & North Africa
Tajikistan,1900,1107,26.135,965052,Europe & Central Asia
Tanzania,1900,699,32.2,3974660,Sub-Saharan Africa
Thailand,1900,1340,30.4,7482398,East Asia & Pacific
Timor-Leste,1900,635,28.949,330692,East Asia & Pacific
Togo,1900,1007,31.3,897249,Sub-Saharan Africa
Tokelau,1900,NA,NA,382,East Asia & Pacific
Tonga,1900,872,28.2,20512,East Asia & Pacific
Trinidad and Tobago,1900,1904,38.8,270873,America
Tunisia,1900,1053,28.8,1651653,Middle East & North Africa
Turkey,1900,1985,35,13946634,Europe & Central Asia
Turkmenistan,1900,2035,24.356,764619,Europe & Central Asia
Turks and Caicos Islands,1900,836,NA,5189,America
Tuvalu,1900,945,NA,3903,East Asia & Pacific
Uganda,1900,684,25.3,2734806,Sub-Saharan Africa
Ukraine,1900,1647,36.6,23471939,Europe & Central Asia
United Arab Emirates,1900,2001,30.7,47854,Middle East & North Africa
United Kingdom,1900,8013,46.32,37995759,Europe & Central Asia
United States,1900,6819,48.9281818181818,77415610,America
Uruguay,1900,5820,32.9,904637,America
Uzbekistan,1900,816,28.826,4279608,Europe & Central Asia
Wallis et Futuna,1900,NA,NA,5481,East Asia & Pacific
Vanuatu,1900,770,24.3,38544,East Asia & Pacific
Venezuela,1900,1237,32.2,2695884,America
West Bank and Gaza,1900,1335,32.1,288776,Middle East & North Africa
Western Sahara,1900,NA,34.753,7180,Middle East & North Africa
Vietnam,1900,1080,32,14597795,East Asia & Pacific
Virgin Islands (U.S.),1900,NA,33.403,30869,America
Yemen,1900,1164,23.387,3183724,NA
Zambia,1900,845,32.6,743191,Sub-Saharan Africa
Zimbabwe,1900,980,33.7,1911595,Sub-Saharan Africa
South Sudan,1900,748,26.665,1919153,Sub-Saharan Africa
Afghanistan,1901,796,27.1760866666666,5021241,South Asia
Albania,1901,1172,35.4,819950,Europe & Central Asia
Algeria,1901,1769,28.9029333333333,4946166,Middle East & North Africa
American Samoa,1901,NA,NA,5949,East Asia & Pacific
Andorra,1901,3233,NA,4393,Europe & Central Asia
Angola,1901,962,26.98,2898155,Sub-Saharan Africa
Anguilla,1901,NA,NA,3561,America
Antigua and Barbuda,1901,1310,33.536,34925,America
Argentina,1901,6340,37.38,4756635,America
Armenia,1901,906,36.145,855313,Europe & Central Asia
Aruba,1901,1441,34.419,29311,America
Australia,1901,6398,50.4556862745099,3743708,East Asia & Pacific
Austria,1901,5681,42,5979725,Europe & Central Asia
Azerbaijan,1901,1559,31.315,1825639,Europe & Central Asia
Bahamas,1901,2501,35.179,53102,America
Bahrain,1901,2701,30.3,76158,Middle East & North Africa
Bangladesh,1901,1009,21.727272725,29230699,South Asia
Barbados,1901,1581,32.124,191121,America
Belarus,1901,1259,36.8113076923077,4917314,Europe & Central Asia
Belgium,1901,6946,49.44,6761724,Europe & Central Asia
Belize,1901,1002,26.5,36114,America
Benin,1901,885,31,1390018,Sub-Saharan Africa
Bermuda,1901,2124,NA,17497,America
Bhutan,1901,740,28.799,136235,South Asia
Bolivia,1901,1843,33,1826432,America
Bosnia and Herzegovina,1901,1085,35.1,1712007,Europe & Central Asia
Botswana,1901,589,33.6,122551,Sub-Saharan Africa
Brazil,1901,1354,31.9804733333335,18103489,America
British Virgin Islands,1901,NA,NA,4934,America
Brunei,1901,1996,29.2,15507,East Asia & Pacific
Bulgaria,1901,2080,41.35,3992259,Europe & Central Asia
Burkina Faso,1901,527,29.2,2977810,Sub-Saharan Africa
Burundi,1901,459,31.5,1589452,Sub-Saharan Africa
Cambodia,1901,1021,35,2859326,East Asia & Pacific
Cameroon,1901,928,28.75,2360984,Sub-Saharan Africa
Canada,1901,5168,48.63448,5530806,America
Cape Verde,1901,749,33.8,113570,Sub-Saharan Africa
Cayman Islands,1901,1798,NA,4867,America
Central African Republic,1901,629,30,706436,NA
Chad,1901,620,30.9,1471357,Sub-Saharan Africa
Channel Islands,1901,NA,NA,73870,Europe & Central Asia
Chile,1901,3338,32,2981489,America
China,1901,893,32,395184556,East Asia & Pacific
Colombia,1901,1190,32,4109030,America
Comoros,1901,771,32.1,105128,Sub-Saharan Africa
"Congo, Dem. Rep.",1901,735,31.6,8727834,Sub-Saharan Africa
"Congo, Rep.",1901,765,32.7,560251,Sub-Saharan Africa
Cook Is,1901,NA,NA,8841,NA
Costa Rica,1901,1921,34.74,297910,America
Cote d'Ivoire,1901,1217,31.156,1863006,Sub-Saharan Africa
Croatia,1901,2866,36.1,2483124,Europe & Central Asia
Cuba,1901,2788,33.321632,1762227,America
Cyprus,1901,2230,42.4048,235257,Europe & Central Asia
Czech Republic,1901,4016,40.670824,7399101,NA
Denmark,1901,5736,52.66,2557581,Europe & Central Asia
Djibouti,1901,1035,29.9,42078,Middle East & North Africa
Dominica,1901,1147,NA,29067,America
Dominican Republic,1901,1038,29.9,529755,NA
Ecuador,1901,891,32.9,1455093,America
Egypt,1901,1308,33,10065298,Middle East & North Africa
El Salvador,1901,1929,28.7,774733,America
Equatorial Guinea,1901,407,29.8,105183,Sub-Saharan Africa
Eritrea,1901,656,30.2,589732,Sub-Saharan Africa
Estonia,1901,2075,43.5407850984096,695838,Europe & Central Asia
Ethiopia,1901,539,29.7,8993179,Sub-Saharan Africa
Faeroe Islands,1901,NA,NA,22843,Europe & Central Asia
Falkland Is (Malvinas),1901,NA,NA,482,NA
Fiji,1901,1036,26.1,121907,East Asia & Pacific
Finland,1901,2736,42.87,2633389,Europe & Central Asia
France,1901,4100,47.01,40628638,Europe & Central Asia
French Guiana,1901,NA,30.5,17620,America
French Polynesia,1901,NA,25.6,30686,East Asia & Pacific
Gabon,1901,398,30.6,311589,Sub-Saharan Africa
Gambia,1901,865,28.8,187273,Sub-Saharan Africa
Georgia,1901,1027,34.021,2227930,Europe & Central Asia
Germany,1901,4422,44.222,55293434,Europe & Central Asia
Ghana,1901,701,28,1891249,Sub-Saharan Africa
Gibraltar,1901,NA,NA,15474,Europe & Central Asia
Greece,1901,3067,40.2,4882706,Europe & Central Asia
Greenland,1901,935,36.6429003833405,16375,Europe & Central Asia
Grenada,1901,1355,37.3,61605,America
Guadeloupe,1901,NA,27.655,145156,America
Guam,1901,NA,27.5,10583,East Asia & Pacific
Guatemala,1901,1661,25.8161600000001,1401387,America
Guinea,1901,533,30.5448275862068,1988972,Sub-Saharan Africa
Guinea-Bissau,1901,832,32,379807,Sub-Saharan Africa
Guyana,1901,2101,31.12,285691,America
Haiti,1901,1448,29,1584083,America
Holy See,1901,NA,NA,910,Europe & Central Asia
Honduras,1901,1902,33.9,515578,America
"Hong Kong, China",1901,1784,34.9,310113,East Asia & Pacific
Hungary,1901,2913,37.578136,7115393,Europe & Central Asia
Iceland,1901,2455,52.98,102913,Europe & Central Asia
India,1901,1212,23.05,243073946,South Asia
Indonesia,1901,1169,30,38159334,East Asia & Pacific
Iran,1901,1331,25.6,9993084,Middle East & North Africa
Iraq,1901,1522,31.2,2238359,Middle East & North Africa
Ireland,1901,4059,49.4,3163836,Europe & Central Asia
Isle of Man,1901,NA,NA,39863,Europe & Central Asia
Israel,1901,1057,32,359084,Middle East & North Africa
Italy,1901,3593,43.52,33736335,Europe & Central Asia
Jamaica,1901,995,38.1,719180,America
Japan,1901,1879,38.724384,44040263,East Asia & Pacific
Jordan,1901,1532,31.7,311990,Middle East & North Africa
Kazakhstan,1901,2522,28.35,4234119,Europe & Central Asia
Kenya,1901,1177,25.5,2629262,Sub-Saharan Africa
Kiribati,1901,602,24.9,26948,East Asia & Pacific
North Korea,1901,525,26,5124044,NA
South Korea,1901,522,25.8,9926633,NA
Kuwait,1901,2233,26,94474,Middle East & North Africa
Kyrgyz Republic,1901,1037,26.091,1101060,NA
Lao,1901,1051,31.9,1149619,NA
Latvia,1901,1662,46.5161142857143,1233746,Europe & Central Asia
Lebanon,1901,2108,29.7,558481,Middle East & North Africa
Lesotho,1901,416,32.8,503398,Sub-Saharan Africa
Liberia,1901,993,31.1,612987,Sub-Saharan Africa
Libya,1901,2841,33.1,851032,Middle East & North Africa
Liechtenstein,1901,NA,NA,9855,Europe & Central Asia
Lithuania,1901,2810,42.052,1626629,Europe & Central Asia
Luxembourg,1901,3795,47.976,213965,Europe & Central Asia
"Macao, China",1901,1310,34.7,65138,East Asia & Pacific
"Macedonia, FYR",1901,1469,36.1,800063,Europe & Central Asia
Madagascar,1901,849,30.5,2894356,Sub-Saharan Africa
Malawi,1901,355,30.3,780171,Sub-Saharan Africa
Malaysia,1901,1284,30.6,2204405,East Asia & Pacific
Maldives,1901,838,32.647,63982,South Asia
Mali,1901,621,26.408,2961059,Sub-Saharan Africa
Malta,1901,1646,42.4080769230769,225706,Europe & Central Asia
Marshall Islands,1901,573,NA,9525,East Asia & Pacific
Martinique,1901,NA,30.153,152696,America
Mauritania,1901,782,32,533349,Sub-Saharan Africa
Mauritius,1901,1394,23.8796500686135,370835,Sub-Saharan Africa
Mayotte,1901,NA,32.5,11868,Sub-Saharan Africa
Mexico,1901,2327,26.65,13662640,America
"Micronesia, Fed. Sts.",1901,551,26.7,24523,East Asia & Pacific
Moldova,1901,1238,33.145,1479152,Europe & Central Asia
Monaco,1901,5126,NA,13968,Europe & Central Asia
Mongolia,1901,681,31.8,704557,East Asia & Pacific
Montenegro,1901,2251,35.4,254700,Europe & Central Asia
Montserrat,1901,NA,NA,11844,America
Morocco,1901,826,33.1,4667602,Middle East & North Africa
Mozambique,1901,414,30.2766533333335,4115592,Sub-Saharan Africa
Myanmar,1901,1183,30.8,10178295,East Asia & Pacific
Namibia,1901,1814,32.4,231994,Sub-Saharan Africa
Nauru,1901,821,NA,2439,East Asia & Pacific
Nepal,1901,828,32.8,5419483,South Asia
Netherlands,1901,6260,48.72,5153030,Europe & Central Asia
New Caledonia,1901,NA,26,48027,East Asia & Pacific
New Zealand,1901,7058,47.8847435897437,815519,East Asia & Pacific
Nicaragua,1901,2306,25.4,571352,America
Niger,1901,661,30.8,1938530,Sub-Saharan Africa
Nigeria,1901,1275,30.4,17111076,Sub-Saharan Africa
Niue,1901,NA,NA,4579,East Asia & Pacific
Northern Mariana Islands,1901,NA,NA,5269,East Asia & Pacific
Norway,1901,3700,54.59,2214923,Europe & Central Asia
Oman,1901,1450,32.3,417606,Middle East & North Africa
Pakistan,1901,1176,22.2,18819218,South Asia
Palau,1901,1107,NA,5787,East Asia & Pacific
Panama,1901,2116,32.9,266472,America
Papua New Guinea,1901,721,31.5,1246120,East Asia & Pacific
Paraguay,1901,2307,35.5,457181,America
Peru,1901,1925,35.7,3680342,America
Philippines,1901,1122,30.9,6480589,East Asia & Pacific
Poland,1901,2608,40.7347826086956,24700965,Europe & Central Asia
Portugal,1901,2352,35.6,5426480,Europe & Central Asia
Puerto Rico,1901,2140,32.94125,968439,America
Qatar,1901,2233,30.8,16290,Middle East & North Africa
Reunion,1901,NA,33,168416,Sub-Saharan Africa
Romania,1901,2514,35.7,10978549,Europe & Central Asia
Russia,1901,3165,29.04589725165,64836675,Europe & Central Asia
Rwanda,1901,490,24,1576436,Sub-Saharan Africa
St. Helena,1901,NA,NA,3420,NA
St. Kitts and Nevis,1901,2015,NA,31586,NA
St. Lucia,1901,1144,28.008,48642,NA
St. Vincent and the Grenadines,1901,1450,25.986,46071,NA
St.-Pierre-et-Miquelon,1901,NA,NA,3184,NA
Samoa,1901,1848,25.4,34310,East Asia & Pacific
San Marino,1901,2266,NA,9228,Europe & Central Asia
Sao Tome and Principe,1901,1025,31,41544,Sub-Saharan Africa
Saudi Arabia,1901,985,32.1,2556758,Middle East & North Africa
Senegal,1901,737,25.2,1754554,Sub-Saharan Africa
Serbia,1901,2891,35.5,4331770,Europe & Central Asia
Seychelles,1901,1181,45.135175,18738,Sub-Saharan Africa
Sierra Leone,1901,1088,25.1,1380588,Sub-Saharan Africa
Singapore,1901,2890,34,215875,East Asia & Pacific
Slovak Republic,1901,2991,38.2,2855334,Europe & Central Asia
Slovenia,1901,2999,36.6,949547,Europe & Central Asia
Solomon Islands,1901,484,25.1,71961,East Asia & Pacific
Somalia,1901,764,29.4,1647387,Sub-Saharan Africa
South Africa,1901,3051,33.5,4721134,Sub-Saharan Africa
Spain,1901,2906,35.63125,18652446,Europe & Central Asia
Sri Lanka,1901,1976,32.6,3980125,South Asia
Sudan,1901,768,31.4,4888158,Sub-Saharan Africa
Suriname,1901,2832,32.9,146519,America
Swaziland,1901,726,32.3,87753,Sub-Saharan Africa
Sweden,1901,3580,52.92,5111095,Europe & Central Asia
Switzerland,1901,9419,48.94,3297232,Europe & Central Asia
Syria,1901,1536,31.1,1854880,Middle East & North Africa
Tajikistan,1901,1134,26.385,965052,Europe & Central Asia
Tanzania,1901,700,32.2,3974660,Sub-Saharan Africa
Thailand,1901,1345,30.4,7482398,East Asia & Pacific
Timor-Leste,1901,636,28.949,330692,East Asia & Pacific
Togo,1901,1012,31.3,897249,Sub-Saharan Africa
Tokelau,1901,NA,NA,382,East Asia & Pacific
Tonga,1901,875,28.2,20512,East Asia & Pacific
Trinidad and Tobago,1901,1914,38.8,270873,America
Tunisia,1901,1059,28.8,1651653,Middle East & North Africa
Turkey,1901,2000,35,13946634,Europe & Central Asia
Turkmenistan,1901,2086,24.606,764619,Europe & Central Asia
Turks and Caicos Islands,1901,842,NA,5189,America
Tuvalu,1901,948,NA,3903,East Asia & Pacific
Uganda,1901,688,25.3,2734806,Sub-Saharan Africa
Ukraine,1901,1688,36.9980769230769,23471939,Europe & Central Asia
United Arab Emirates,1901,2030,30.7,47854,Middle East & North Africa
United Kingdom,1901,8107,47.91,37995759,Europe & Central Asia
United States,1901,7442,49.3,77415610,America
Uruguay,1901,5859,32.9,904637,America
Uzbekistan,1901,834,29.076,4279608,Europe & Central Asia
Wallis et Futuna,1901,NA,NA,5481,East Asia & Pacific
Vanuatu,1901,773,24.3,38544,East Asia & Pacific
Venezuela,1901,1200,32.2,2695884,America
West Bank and Gaza,1901,1338,32.1,288776,Middle East & North Africa
Western Sahara,1901,NA,34.753,7180,Middle East & North Africa
Vietnam,1901,1089,32,14597795,East Asia & Pacific
Virgin Islands (U.S.),1901,NA,33.403,30869,America
Yemen,1901,1167,23.387,3183724,NA
Zambia,1901,847,32.6,743191,Sub-Saharan Africa
Zimbabwe,1901,981,33.7,1911595,Sub-Saharan Africa
South Sudan,1901,752,26.665,1919153,Sub-Saharan Africa
Afghanistan,1902,798,27.1658399999999,5021241,South Asia
Albania,1902,1188,35.4,819950,Europe & Central Asia
Algeria,1902,1788,28.9432,4946166,Middle East & North Africa
American Samoa,1902,NA,NA,5949,East Asia & Pacific
Andorra,1902,3272,NA,4393,Europe & Central Asia
Angola,1902,967,26.98,2898155,Sub-Saharan Africa
Anguilla,1902,NA,NA,3561,America
Antigua and Barbuda,1902,1319,33.536,34925,America
Argentina,1902,6034,37.96,4756635,America
Armenia,1902,983,36.395,855313,Europe & Central Asia
Aruba,1902,1451,34.419,29311,America
Australia,1902,6372,50.9849019607844,3743708,East Asia & Pacific
Austria,1902,5856,41.05,5979725,Europe & Central Asia
Azerbaijan,1902,1693,31.565,1825639,Europe & Central Asia
Bahamas,1902,2518,35.179,53102,America
Bahrain,1902,2703,30.3,76158,Middle East & North Africa
Bangladesh,1902,1087,21.68181818,29230699,South Asia
Barbados,1902,1592,32.124,191121,America
Belarus,1902,1368,37.4226153846154,4917314,Europe & Central Asia
Belgium,1902,6985,49.18,6761724,Europe & Central Asia
Belize,1902,1008,26.5,36114,America
Benin,1902,889,31,1390018,Sub-Saharan Africa
Bermuda,1902,2138,NA,17497,America
Bhutan,1902,742,28.799,136235,South Asia
Bolivia,1902,1861,33,1826432,America
Bosnia and Herzegovina,1902,1098,35.1,1712007,Europe & Central Asia
Botswana,1902,592,33.6,122551,Sub-Saharan Africa
Brazil,1902,1315,31.9802800000001,18103489,America
British Virgin Islands,1902,NA,NA,4934,America
Brunei,1902,2002,29.2,15507,East Asia & Pacific
Bulgaria,1902,2117,42.5,3992259,Europe & Central Asia
Burkina Faso,1902,527,29.2,2977810,Sub-Saharan Africa
Burundi,1902,459,31.5,1589452,Sub-Saharan Africa
Cambodia,1902,1023,35,2859326,East Asia & Pacific
Cameroon,1902,933,28.75,2360984,Sub-Saharan Africa
Canada,1902,5560,49.022096,5530806,America
Cape Verde,1902,752,33.8,113570,Sub-Saharan Africa
Cayman Islands,1902,1810,NA,4867,America
Central African Republic,1902,632,30,706436,NA
Chad,1902,623,30.9,1471357,Sub-Saharan Africa
Channel Islands,1902,NA,NA,73870,Europe & Central Asia
Chile,1902,3443,32,2981489,America
China,1902,922,32,395184556,East Asia & Pacific
Colombia,1902,1193,32,4109030,America
Comoros,1902,772,32.1,105128,Sub-Saharan Africa
"Congo, Dem. Rep.",1902,739,31.6,8727834,Sub-Saharan Africa
"Congo, Rep.",1902,767,32.7,560251,Sub-Saharan Africa
Cook Is,1902,NA,NA,8841,NA
Costa Rica,1902,1943,34.78,297910,America
Cote d'Ivoire,1902,1222,31.156,1863006,Sub-Saharan Africa
Croatia,1902,2913,36.1,2483124,Europe & Central Asia
Cuba,1902,2821,33.530784,1762227,America
Cyprus,1902,2256,43.0536,235257,Europe & Central Asia
Czech Republic,1902,4073,41.075488,7399101,NA
Denmark,1902,5812,54.74,2557581,Europe & Central Asia
Djibouti,1902,1038,29.9,42078,Middle East & North Africa
Dominica,1902,1155,NA,29067,America
Dominican Republic,1902,1043,29.9,529755,NA
Ecuador,1902,896,32.9,1455093,America
Egypt,1902,1322,33,10065298,Middle East & North Africa
El Salvador,1902,1945,28.7,774733,America
Equatorial Guinea,1902,409,29.8,105183,Sub-Saharan Africa
Eritrea,1902,658,30.2,589732,Sub-Saharan Africa
Estonia,1902,2255,43.9293191413424,695838,Europe & Central Asia
Ethiopia,1902,539,29.7,8993179,Sub-Saharan Africa
Faeroe Islands,1902,NA,NA,22843,Europe & Central Asia
Falkland Is (Malvinas),1902,NA,NA,482,NA
Fiji,1902,1040,26.1,121907,East Asia & Pacific
Finland,1902,2661,46.23,2633389,Europe & Central Asia
France,1902,4048,48.01,40628638,Europe & Central Asia
French Guiana,1902,NA,30.5,17620,America
French Polynesia,1902,NA,25.6,30686,East Asia & Pacific
Gabon,1902,399,30.6,311589,Sub-Saharan Africa
Gambia,1902,867,28.8,187273,Sub-Saharan Africa
Georgia,1902,1114,34.271,2227930,Europe & Central Asia
Germany,1902,4457,44.529,55293434,Europe & Central Asia
Ghana,1902,738,28,1891249,Sub-Saharan Africa
Gibraltar,1902,NA,NA,15474,Europe & Central Asia
Greece,1902,3106,40.4,4882706,Europe & Central Asia
Greenland,1902,945,36.7808258943506,16375,Europe & Central Asia
Grenada,1902,1361,37.3,61605,America
Guadeloupe,1902,NA,27.655,145156,America
Guam,1902,NA,27.5,10583,East Asia & Pacific
Guatemala,1902,1675,25.8163200000001,1401387,America
